,countrycode,category1,category2,tv_title,tv_make,Model,tv_price,numberofoffers,averageprice,currency,scrapelink,scrapedate,level_12,0
0,NG,Televisions,Smart TVs,"LG 43''Smart Satellite TV+Netflix,Youtube,& 2 Years Warranty",LG, LG 43''SMART,222000.0,1,222000.0,₦,https://www.jumia.com.ng/lg-43smart-satellite-tvnetflixyoutube-2-years-warranty-217396927.html,30/03/2023 21:27:25,43''SMART TV,43''SMART TV
1,NG,Televisions,Smart TVs,"LG 43''Smart Satellite TV+Netflix,Youtube,& 2 Years Warranty",LG, LG 43''SMART,222000.0,1,222000.0,₦,https://www.jumia.com.ng/lg-43smart-satellite-tvnetflixyoutube-2-years-warranty-217396927.html,30/03/2023 21:27:25,BUILT IN SATELLITE,BUILT IN SATELLITE
2,NG,Televisions,Smart TVs,"LG 43''Smart Satellite TV+Netflix,Youtube,& 2 Years Warranty",LG, LG 43''SMART,222000.0,1,222000.0,₦,https://www.jumia.com.ng/lg-43smart-satellite-tvnetflixyoutube-2-years-warranty-217396927.html,30/03/2023 21:27:25,WI FI,WI FI
3,NG,Televisions,Smart TVs,"LG 43''Smart Satellite TV+Netflix,Youtube,& 2 Years Warranty",LG, LG 43''SMART,222000.0,1,222000.0,₦,https://www.jumia.com.ng/lg-43smart-satellite-tvnetflixyoutube-2-years-warranty-217396927.html,30/03/2023 21:27:25,HDMI,HDMI
4,NG,Televisions,Smart TVs,"LG 43''Smart Satellite TV+Netflix,Youtube,& 2 Years Warranty",LG, LG 43''SMART,222000.0,1,222000.0,₦,https://www.jumia.com.ng/lg-43smart-satellite-tvnetflixyoutube-2-years-warranty-217396927.html,30/03/2023 21:27:25,USB,USB
5,NG,Televisions,Smart TVs,"LG 43''Smart Satellite TV+Netflix,Youtube,& 2 Years Warranty",LG, LG 43''SMART,222000.0,1,222000.0,₦,https://www.jumia.com.ng/lg-43smart-satellite-tvnetflixyoutube-2-years-warranty-217396927.html,30/03/2023 21:27:25,AV,AV
6,NG,Televisions,Smart TVs,"LG 43''Smart Satellite TV+Netflix,Youtube,& 2 Years Warranty",LG, LG 43''SMART,222000.0,1,222000.0,₦,https://www.jumia.com.ng/lg-43smart-satellite-tvnetflixyoutube-2-years-warranty-217396927.html,30/03/2023 21:27:25,SKU, LG835EA4IIOIJNAFAMZ
7,NG,Televisions,Smart TVs,"LG 43''Smart Satellite TV+Netflix,Youtube,& 2 Years Warranty",LG, LG 43''SMART,222000.0,1,222000.0,₦,https://www.jumia.com.ng/lg-43smart-satellite-tvnetflixyoutube-2-years-warranty-217396927.html,30/03/2023 21:27:25,Product Line, electroplug
8,NG,Televisions,Smart TVs,"LG 43''Smart Satellite TV+Netflix,Youtube,& 2 Years Warranty",LG, LG 43''SMART,222000.0,1,222000.0,₦,https://www.jumia.com.ng/lg-43smart-satellite-tvnetflixyoutube-2-years-warranty-217396927.html,30/03/2023 21:27:25,Weight (kg), 15
9,NG,Televisions,Smart TVs,"LG 43''Smart Satellite TV+Netflix,Youtube,& 2 Years Warranty",LG, LG 43''SMART,222000.0,1,222000.0,₦,https://www.jumia.com.ng/lg-43smart-satellite-tvnetflixyoutube-2-years-warranty-217396927.html,30/03/2023 21:27:25,Certifications, Eco Friendly
10,NG,Televisions,Smart TVs,"LG 43''Smart Satellite TV+Netflix,Youtube,& 2 Years Warranty",LG, LG 43''SMART,222000.0,1,222000.0,₦,https://www.jumia.com.ng/lg-43smart-satellite-tvnetflixyoutube-2-years-warranty-217396927.html,30/03/2023 21:27:25,Color, Black
11,NG,Televisions,Smart TVs,"LG 43''Smart Satellite TV+Netflix,Youtube,& 2 Years Warranty",LG, LG 43''SMART,222000.0,1,222000.0,₦,https://www.jumia.com.ng/lg-43smart-satellite-tvnetflixyoutube-2-years-warranty-217396927.html,30/03/2023 21:27:25,Shop Type, Jumia Mall/Food
12,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,USB,"USB support images, music, video file playback, Can use the USB on the machine to upgrade"
13,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,SKU, KU348EA234454NAFAMZ
14,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Product Line, KUHL digital-COD
15,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Weight (kg), 3.7
16,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Color, black
17,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Shop Type, Jumia Mall
18,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Size,32 inch
19,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,CPU,Quad Core
20,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,RAM,1-2GB
21,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,ROM,4-8GB
22,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Backlight Type,D-LED
23,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Resolution,1366*768
24,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Brightness,180-400cd/m²
25,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Contrast Ratio,1000
26,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Response Time,5ms
27,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Refreshing frequency,60Hz
28,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Viewing angle,178°(H) / 178°(V)
29,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Life Time,"30,000 hrs"
30,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Color Saturation,65%
31,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Power requirements,"90 V ~ 270 V/AC, 50-60 Hz"
32,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Power consumption,480W
33,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Remote control,Remote control
34,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Power cord,Power cord
35,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,instructions,instructions
36,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Certificate of conformity,Certificate of conformity
37,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Production Country, China
38,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Size (L x W x H cm), 75.5x8.5x45.5
39,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Main Material, plastic
40,NG,Televisions,LED & LCD TVs,"Kuhl 32"" Inches Full HD LED TV + 2 Years Warranty",Kuhl, KUHL 32 inch full HD borderless analog TV,49790.0,1,49790.0,₦,https://www.jumia.com.ng/kuhl-32-inches-full-hd-led-tv-2-years-warranty-129136162.html,30/03/2023 21:27:27,Care Label," 1. Please be careful not to crash, press or fall from height, which will cause the screen to break4. Please use anhydrous alcohol or special detergent to clean the appearance of the TV. Please do not wipe it with a wet towel"
41,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,SKU, IT724EA0UB5PMNAFAMZ
42,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Product Line, Itel Official Store
43,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Weight (kg), 3.7
44,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Color, Black
45,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Shop Type, Jumia Mall
46,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Remote control,Remote control
47,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Production Country, China
48,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Size (L x W x H cm), 76.5X10X48.8
49,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Main Material, Metal body
50,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Frameless design,Frameless design
51,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,OD 22 Thickness,OD 22 Thickness
52,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Metal body,Metal body
53,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Power CPU & GPU,Power CPU & GPU
54,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Build-in Stabilizer,Build-in Stabilizer
55,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,A+ Grade Original Panel,A+ Grade Original Panel
56,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Simplified UI & OSD Design,Simplified UI & OSD Design
57,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Enjoy videos/MP3/Pictures USB Flash,Enjoy videos/MP3/Pictures USB Flash
58,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,HD 1366*768,HD 1366*768
59,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Built in 2*10W Speaker,Built in 2*10W Speaker
60,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Narrow Bezel Design,Narrow Bezel Design
61,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Overvoltage Protection,Overvoltage Protection
62,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,iCast TV,iCast TV
63,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Itel A32 HD iCast TV,Itel A32 HD iCast TV
64,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Manual,Manual
65,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Stand and Screw,Stand and Screw
66,NG,Televisions,LED & LCD TVs,"itel 32"" Inches HD TV (A3240GE) ICast Feature & Overvoltage Protection + 12 Months Warranty - Black",itel, Itel A3240GE,60100.0,1,60100.0,₦,https://www.jumia.com.ng/itel-32-inches-hd-tv-a3240ge-icast-feature-overvoltage-protection-12-months-warranty-black-89090905.html,30/03/2023 21:27:29,Batteries,Batteries
67,NG,Televisions,LED & LCD TVs,"Syinix 32"" Inches LED Digital TV + 12 Months Warranty - Black",Syinix, Syinix 32,49190.0,1,49190.0,₦,https://www.jumia.com.ng/syinix-32-inches-led-digital-tv-12-months-warranty-black-221414675.html,30/03/2023 21:27:31,SKU, SY201EA49E5DWNAFAMZ
68,NG,Televisions,LED & LCD TVs,"Syinix 32"" Inches LED Digital TV + 12 Months Warranty - Black",Syinix, Syinix 32,49190.0,1,49190.0,₦,https://www.jumia.com.ng/syinix-32-inches-led-digital-tv-12-months-warranty-black-221414675.html,30/03/2023 21:27:31,Product Line, Were Deals Phones NG - 1 AC
69,NG,Televisions,LED & LCD TVs,"Syinix 32"" Inches LED Digital TV + 12 Months Warranty - Black",Syinix, Syinix 32,49190.0,1,49190.0,₦,https://www.jumia.com.ng/syinix-32-inches-led-digital-tv-12-months-warranty-black-221414675.html,30/03/2023 21:27:31,Weight (kg), 24
70,NG,Televisions,LED & LCD TVs,"Syinix 32"" Inches LED Digital TV + 12 Months Warranty - Black",Syinix, Syinix 32,49190.0,1,49190.0,₦,https://www.jumia.com.ng/syinix-32-inches-led-digital-tv-12-months-warranty-black-221414675.html,30/03/2023 21:27:31,Color, Black
71,NG,Televisions,LED & LCD TVs,"Syinix 32"" Inches LED Digital TV + 12 Months Warranty - Black",Syinix, Syinix 32,49190.0,1,49190.0,₦,https://www.jumia.com.ng/syinix-32-inches-led-digital-tv-12-months-warranty-black-221414675.html,30/03/2023 21:27:31,Shop Type, Jumia Mall
72,NG,Televisions,LED & LCD TVs,"Syinix 32"" Inches LED Digital TV + 12 Months Warranty - Black",Syinix, Syinix 32,49190.0,1,49190.0,₦,https://www.jumia.com.ng/syinix-32-inches-led-digital-tv-12-months-warranty-black-221414675.html,30/03/2023 21:27:31,Resolution, (1366 x 768) HD
73,NG,Televisions,LED & LCD TVs,"Syinix 32"" Inches LED Digital TV + 12 Months Warranty - Black",Syinix, Syinix 32,49190.0,1,49190.0,₦,https://www.jumia.com.ng/syinix-32-inches-led-digital-tv-12-months-warranty-black-221414675.html,30/03/2023 21:27:31,Production Country, Nigeria
74,NG,Televisions,LED & LCD TVs,"Syinix 32"" Inches LED Digital TV + 12 Months Warranty - Black",Syinix, Syinix 32,49190.0,1,49190.0,₦,https://www.jumia.com.ng/syinix-32-inches-led-digital-tv-12-months-warranty-black-221414675.html,30/03/2023 21:27:31,Display, 32-Inch LED
75,NG,Televisions,LED & LCD TVs,"Syinix 32"" Inches LED Digital TV + 12 Months Warranty - Black",Syinix, Syinix 32,49190.0,1,49190.0,₦,https://www.jumia.com.ng/syinix-32-inches-led-digital-tv-12-months-warranty-black-221414675.html,30/03/2023 21:27:31,Inputs, 2 HDMI; 2 USB
76,NG,Televisions,LED & LCD TVs,"Syinix 32"" Inches LED Digital TV + 12 Months Warranty - Black",Syinix, Syinix 32,49190.0,1,49190.0,₦,https://www.jumia.com.ng/syinix-32-inches-led-digital-tv-12-months-warranty-black-221414675.html,30/03/2023 21:27:31,Plug 'n' Play," Flash Drives, Hard Drives, USBs etc."
77,NG,Televisions,LED & LCD TVs,"Syinix 32"" Inches LED Digital TV + 12 Months Warranty - Black",Syinix, Syinix 32,49190.0,1,49190.0,₦,https://www.jumia.com.ng/syinix-32-inches-led-digital-tv-12-months-warranty-black-221414675.html,30/03/2023 21:27:31,"Local Language On Display; Hausa, Igbo, Yoruba","Local Language On Display; Hausa, Igbo, Yoruba"
78,NG,Televisions,LED & LCD TVs,"Syinix 32"" Inches LED Digital TV + 12 Months Warranty - Black",Syinix, Syinix 32,49190.0,1,49190.0,₦,https://www.jumia.com.ng/syinix-32-inches-led-digital-tv-12-months-warranty-black-221414675.html,30/03/2023 21:27:31,Energy Efficient,Energy Efficient
79,NG,Televisions,LED & LCD TVs,"Syinix 32"" Inches LED Digital TV + 12 Months Warranty - Black",Syinix, Syinix 32,49190.0,1,49190.0,₦,https://www.jumia.com.ng/syinix-32-inches-led-digital-tv-12-months-warranty-black-221414675.html,30/03/2023 21:27:31,32'' LED TV,32'' LED TV
