,countrycode,tv_title,tv_make,tv_price,numberofoffers,averageprice,currency,tvspecifications,scrapelink,scrapedate
84,TN,"TCL TV LED 32"" HD - Noir - Garantie 2 Ans + Support Mobile",TCL,689.00 TND,1,689.00 TND,TND,"{'Téléviseur TCL\xa032"" LED HD': 'Téléviseur TCL\xa032"" LED HD', 'Résolution': '\xa01366 x 768 pixels', 'Luminosité': '\xa0220 cd/m²', 'Contraste': '\xa03000', 'Temps de réponse': '\xa06.5 ms', 'Angle de vision': '\xa0178° H/178° V', 'Haut-parleur': '\xa02x 5 W', 'Design mince': 'Design mince', 'Connecteurs': ' 1x HDMI, 1 x USB', 'Dimensions': ' 800 x 128 x 520 mm', 'Poids': ' 3.9 kg', 'Garantie ': ' 2 ans', 'SKU': ' TC197EA06BUJONAFAMZ', 'Gamme de produits': ' Eléctronique', 'Modèle': ' 32D3000', 'Poids (kg)': ' 3.5', 'Couleur': ' NOIR'}",https://www.jumia.com.tn/tcl-tv-led-32-hd-noir-garantie-2-ans-support-mobile-503601.html,15/09/2022 19:42:15
85,TN,"Samsung Téléviseur Smart 32"" - FullHD - UA32T5300 - Garantie 2 ans",Samsung,811.00 TND,1,811.00 TND,TND,"{'Téléviseur SAMSUNG\xa032""\xa0HD': 'Téléviseur SAMSUNG\xa032""\xa0HD', 'Smart TV': 'Smart TV', 'Récepteur intégré': 'Récepteur intégré', 'Résolution': '\xa01366 x 768 pixels', 'Système d’exploitation': '\xa0Tizen™', 'Contraste': '\xa0Méga contraste', 'Vitesse\xa0de mouvement': '\xa050', 'Audio': '\xa0Dolby Digital Plus', 'Puissance sonore': '\xa010 Watts', 'Tuner analogique': 'Tuner analogique', 'Connectivité': '\xa0Wi-Fi', 'Connecteurs': '\xa0 2\xa0x HDMI', '1 x USB, 1 x Rj45, 1 x\xa0Entreé composant, 1 x Entrée AV, 1 x Entreé': '1 x USB, 1 x Rj45, 1 x\xa0Entreé composant, 1 x Entrée AV, 1 x Entreé', 'Dimensions': '\xa0737.4 x 438.0 x 74.1 mm', 'Poids': ' 4.0 kg', 'Garantie': '\xa02 ans', 'SKU': ' SA024EA1IB0V4NAFAMZ', 'Gamme de produits': ' TV', 'Modèle': ' T5300 - Samsung', 'Taille (Longueur x Largeur x Hauteur cm)': ' 737.4 x 438.0 x 74.1 mm', 'Poids (kg)': ' 4', 'Couleur': ' NOIR'}",https://www.jumia.com.tn/samsung-televiseur-smart-32-fullhd-ua32t5300-garantie-2-ans-631219.html,15/09/2022 19:42:16
86,TN,Elémement haut à visière chêne 60cm,(1 avis vérifié),79.00 TND,1,79.00,TND,"{'Un élément haut de cuisine à visière': 'Un élément haut de cuisine à visière', 'Dimension ': ' 60*30*32cm.', 'Couleur ': ' blanc', 'Matériaux ': ' MDF stratifié', 'Fonction\xa0': '\n     Meuble pour hotte encastrable ou rangement', 'SKU': ' SA050FD0S1C40NAFAMZ', 'Gamme de produits': ' Elément haut de cuisine', 'Taille (Longueur x Largeur x Hauteur cm)': ' 60*30*32cm', 'Poids (kg)': ' 5', 'Couleur': ' blanc et chène'}",https://www.jumia.com.tn/sans-marque-elemement-haut-a-visiere-chene-60cm-619074.html,15/09/2022 19:42:17
87,TN,Câble signal parabole Coaxial TV  25 mètres,(10 avis vérifiés),16.90 TND,1,16.90,TND,"{'Câble de signal pour la liaison entre le LNB et le récepteur.': 'Câble de signal pour la liaison entre le LNB et le récepteur.', '25 mètres.': '25 mètres.', 'RG6': 'RG6', 'Couleur Noir': 'Couleur Noir', 'Câble de Super Qualité .': 'Câble de Super Qualité .', 'SKU': ' SA050EA0JYH78NAFAMZ', 'Modèle': ' Coaxial', 'Taille (Longueur x Largeur x Hauteur cm)': ' 10 x 10', 'Poids (kg)': ' 2', 'Couleur': ' NOIR'}",https://www.jumia.com.tn/sans-marque-cable-signal-parabole-coaxial-tv-25-metres-312533.html,15/09/2022 19:42:19
88,TN,Sofpince Chaise Bar - METALLICA - Gris,Sofpince,53.90 TND,1,53.90,TND,"{'Longueur ': ' 41 cm.', 'Largeur ': ' 41 cm.', 'Hauteur ': ' 109 cm.', 'Couleur ': ' Gris', 'Matière\xa0': ' plastique.', 'Chaise Metallica\xa0- Gris': 'Chaise Metallica\xa0- Gris', 'SKU': ' BR718IP128X24NAFAMZ', 'Modèle': ' 2020', 'Taille (Longueur x Largeur x Hauteur cm)': ' 41*41*109', 'Poids (kg)': ' 4.9', 'Couleur': ' Gris'}",https://www.jumia.com.tn/sofpince-chaise-bar-metallica-gris-514246.html,15/09/2022 19:42:20
89,TN,"Telefunken Téléviseur - E3A - 43"" - Full HD - Smart TV - Garantie 3 ans",Telefunken,"1,199.00 TND",1,"1,199.00 TND",TND,"{'Système ': '\xa0Android 11', 'Résolution': '\xa01920 x 1080 pixels', 'Ecran sans bordures': 'Ecran sans bordures', 'Taux de rafraîchissement ': ' 60 Hz', 'Assistant Google': 'Assistant Google', 'Dolby Digital +': 'Dolby Digital +', 'Sortie Audio ': ' 8W x 8W', 'Luminosité ': ' 200 nits', 'Processeur': '\xa0Quad Core «1500MHz»', 'Connectivité': ' 2x ports HDMI, 2x port USB, 1x RJ45,\nWifi 2.4 + 5G, Bluetooth 5.0', 'Dimension': '\xa089.5 x 51 x 8.5 cm', 'Réglage luminosité automatique': 'Réglage luminosité automatique', 'Garantie ': ' 3ans', 'SKU': ' TE848EA1JA5IWNAFAMZ', 'Gamme de produits': ' Téléviseur', 'Modèle': ' E3A', 'Taille (Longueur x Largeur x Hauteur cm)': ' 89.5 x 51 x 8.5 cm', 'Poids (kg)': ' 30'}",https://www.jumia.com.tn/telefunken-televiseur-e3a-43-full-hd-smart-tv-garantie-3-ans-625829.html,15/09/2022 19:42:21
90,TN,Chromacast 4K Miracast TV streaming device,Chromacast,69.00 TND,2,69.00,TND,"{'HD video streaming from the cloud\u200e.\u200e': 'HD video streaming from the cloud\u200e.\u200e', '4K': '4K', 'surround sound support\u200e.\u200e': 'surround sound support\u200e.\u200e', '2.4/5GHz WiFi with adaptive system\u200e.\u200e': '2.4/5GHz WiFi with adaptive system\u200e.\u200e', 'Screen mirroring From Android and laptops\u200e.\u200e': 'Screen mirroring From Android and laptops\u200e.\u200e', 'Adapter Android devices\u200e,\u200e iphone \u200e,\u200e ipad \u200e,\u200e mac \u200e,\u200e windows \u200e,\u200e chromebook\u200e': 'Adapter Android devices\u200e,\u200e iphone \u200e,\u200e ipad \u200e,\u200e mac \u200e,\u200e windows \u200e,\u200e chromebook\u200e', 'SKU': ' CH739EL0E6VL8NAFAMZ', 'Gamme de produits': ' G2', 'Modèle': ' G2', 'Poids (kg)': ' 0.5', 'Couleur': ' Noir', 'Caractéristiques écran': ' HD'}",https://www.jumia.com.tn/4k-miracast-tv-streaming-device-chromacast-mpg21917.html,15/09/2022 19:42:23
91,TN,"Sbox Support TV mural fixe 37"" 70"" - PLB-2264F - Gris",Sbox,49.50 TND,2,49.50 TND,TND,"{""Pour la taille de l'écran"": ' 37 ""- 70"" / 94 - 178cm', 'Capacité de poids': "" jusqu'à 35 kg"", 'Montage': ' de VESA 75x75 à VESA 600x400', 'Distance du mur': ' 19,5mm', 'Inclinaison verticale': ' -', 'Inclinaison horizontale': ' -', 'Pièces dans Carton': ' 10', 'SKU': ' SB341EL14MAQWNAFAMZ', 'Modèle': ' PLB-2264F', 'Taille (Longueur x Largeur x Hauteur cm)': ' 19.5x665x422mm', 'Poids (kg)': ' 35', 'Couleur': ' Gris'}",https://www.jumia.com.tn/support-tv-mural-fixe-37-70-plb-2264f-gris-sbox-mpg27579.html,15/09/2022 19:42:25
92,TN,Câble signal parabole Coaxial TV  15 mètres,(6 avis vérifiés),12.99 TND,1,12.99,TND,"{'Câble de signal pour la liaison entre le LNB et le récepteur.': 'Câble de signal pour la liaison entre le LNB et le récepteur.', '25 mètres.': '25 mètres.', 'RG6': 'RG6', 'Couleur Noir': 'Couleur Noir', 'Câble de Super Qualité .': 'Câble de Super Qualité .', 'SKU': ' SA050EA0J6QQSNAFAMZ', 'Modèle': ' Coaxial', 'Taille (Longueur x Largeur x Hauteur cm)': ' 10 x 10', 'Poids (kg)': ' 2', 'Couleur': ' NOIR'}",https://www.jumia.com.tn/sans-marque-cable-signal-parabole-coaxial-tv-15-metres-372223.html,15/09/2022 19:42:27
93,TN,"Sbox Support TV mural 23"" 43"" - PLB-2222F - Noir",Sbox,21.90 TND,2,21.90,TND,"{'Support mural fixe universel - SBOX': 'Support mural fixe universel - SBOX', 'Modèle ': ' PLB-2222F', ""Taille de l'écran "": '\xa0 23 ”- 43” / 58 - 109 cm', 'Capacité de poids ': ""\xa0 jusqu'à 35 kg"", 'Montage ': '\xa0 de VESA 75x75 à VESA 200x200', 'Inclinaison ': '\xa0 N / A', 'Pivotant ': '\xa0 N / A', 'Distance du mur ': '\xa0 19,5mm', 'Panneau interchangeable ': ' Oui', 'Finition de surface ': '\xa0 Revêtement en poudre', 'Matériau ': ' Acier', 'Couleur ': ' Noir', 'Dimensions ': ' 19,5x265x222 mm', 'SKU': ' SB341EA17A6D8NAFAMZ', 'Modèle': ' PLB-2222F', 'Taille (Longueur x Largeur x Hauteur cm)': ' 23 ”- 43” / 58 - 109 cm', 'Poids (kg)': ' 35', 'Couleur': ' Noir'}",https://www.jumia.com.tn/support-tv-mural-23-43-plb-2222f-noir-sbox-mpg27577.html,15/09/2022 19:42:28
94,TN,"Vega TV 32"" LED avec récepteur intégré - Noir - Garantie 3ans",Vega,669.00 TND,1,669.00 TND,TND,"{'TV VEGA 32"" avec récepteur intégrer': 'TV VEGA 32"" avec récepteur intégrer', 'Résolution 1366*768 Pixels': 'Résolution 1366*768 Pixels', 'Maximun colors 16.7M': 'Maximun colors 16.7M', '3X HDMI': '3X HDMI', 'Couleurs Noir': 'Couleurs Noir', 'Garantie 3 ans': 'Garantie 3 ans', 'SKU': ' VE380EA0X1HDGNAFAMZ', 'Gamme de produits': ' VEGA LED HD', 'Modèle': ' Vega LED HD', 'Taille (Longueur x Largeur x Hauteur cm)': ' 1366*768', 'Poids (kg)': ' 0.4', 'Couleur': ' Noir'}",https://www.jumia.com.tn/vega-tv-32-led-avec-recepteur-integre-noir-garantie-3ans-569455.html,15/09/2022 19:42:29
95,TN,"Telefunken Téléviseur - 40"" D6 - Récepteur Intégré - Noir - Garantie 3 Ans",Telefunken,799.00 TND,1,799.00 TND,TND,"{'Les caractéristiques du telefunken 40 D6 sont ': '', 'Couleur': ' Noir', 'Résolution 1080 x 1920': 'Résolution 1080 x 1920', 'Sans bordures': 'Sans bordures', '2 Port HDMI': '2 Port HDMI', '1 Port USB': '1 Port USB', 'RCA': 'RCA', 'Décodeur TNT': 'Décodeur TNT', 'Système de protection des yeux': 'Système de protection des yeux', 'Technologie de lumière naturelle': 'Technologie de lumière naturelle', 'Economie d’énergie': 'Economie d’énergie', 'Dolby Digital+': 'Dolby Digital+', '3 ANS DE GARANTIE': '3 ANS DE GARANTIE', 'SKU': ' TE848EA0F7P7GNAFAMZ', 'Modèle': ' TV40D6', 'Taille (Longueur x Largeur x Hauteur cm)': ' 89.5 x 51 x 9', 'Poids (kg)': ' 1'}",https://www.jumia.com.tn/televiseur-40-d6-recepteur-integre-noir-garantie-3-ans-telefunken-mpg29636.html,15/09/2022 19:42:30
96,TN,"Telefunken TV 43"" LED SMART TV",Telefunken,"1,080.00 TND",1,"1,080.00 TND",TND,"{'Sans Bordures': 'Sans Bordures', 'Résolution 1920 x 1080px': 'Résolution 1920 x 1080px', 'Processeur Quad core 1.3 Ghz': 'Processeur Quad core 1.3 Ghz', 'Smart TV': 'Smart TV', 'Android 9.0 Pie': 'Android 9.0 Pie', 'Bluetooth': 'Bluetooth', 'Wifi': 'Wifi', 'Assistant Google': 'Assistant Google', 'Dolby Digital +': 'Dolby Digital +', 'Réglage de luminosité automatique': 'Réglage de luminosité automatique', '2x HDMI - 2x USB - 1x RJ45': '2x HDMI - 2x USB - 1x RJ45', 'Garantie 3 ans': 'Garantie 3 ans', 'SKU': ' TE848EA1HX2JSNAFAMZ', 'Modèle': ' TV43E20A', 'Couleur': ' noir'}",https://www.jumia.com.tn/telefunken-tv-43-led-smart-tv-626509.html,15/09/2022 19:42:31
97,TN,Chaise - Pliante - Bois,(Pas d'avis disponibles),145.00 TND,1,145.00 TND,TND,"{'Chaise pliable': 'Chaise pliable', 'Matière bois': 'Matière bois', 'Tres bonne finition': 'Tres bonne finition', 'Solide': 'Solide', 'Facile à emporter': 'Facile à emporter', 'SKU': ' SA050FD1H47TCNAFAMZ', 'Gamme de produits': ' Jardin', 'Modèle': ' Jardin', 'Poids (kg)': ' 2', 'Couleur': ' Wood'}",https://www.jumia.com.tn/sans-marque-chaise-pliante-bois-461298.html,15/09/2022 19:42:31
98,TN,"TCL TV 32""- SMART -  Android - Noir - Garantie 2 ans",TCL,790.00 TND,1,790.00 TND,TND,"{'Smart Android 32"" HD.': 'Smart Android 32"" HD.', 'Résolution': ' 1366 x 768 pixels\xa0.', ""Systéme d'exploitation"": ' Android .', 'Luminosité 270 cd / m².': 'Luminosité 270 cd / m².', 'Connectivité': ' WiFi, Bluetooth.', 'Contraste 4000': ' 1.', 'Dolby Digital Plus': 'Dolby Digital Plus', 'Connecteurs': ' 2x HDMI, 1 x USB.', 'Temps de réponse 6.5 ms': 'Temps de réponse 6.5 ms', 'Poids': ' 7.5 kg', 'couleur noir': 'couleur noir', 'Garantie 2 ans': 'Garantie 2 ans', 'SKU': ' TC197EA0HPXQONAFAMZ', 'Modèle': ' 32S6500', 'Poids (kg)': ' 8', 'Couleur': ' Noir'}",https://www.jumia.com.tn/tcl-tv-32-smart-android-noir-garantie-2-ans-636792.html,15/09/2022 19:42:32
99,TN,"Telefunken Téléviseur  Telefunken  40"" M83 led full hd - Noir",Telefunken,"1,085.00 TND",1,"1,085.00 TND",TND,"{'Résolution': '\xa01920 x 1080 pixels', 'Technologie de Lumiere Naturelle': 'Technologie de Lumiere Naturelle', ""Economie d'energie"": ""Economie d'energie"", 'Couleur': ' Noir', '': '', 'SKU': ' TE848EA15VQXONAFAMZ', 'Modèle': ' TV M83 LED FULL HD', 'Taille (Longueur x Largeur x Hauteur cm)': ' 1920 x 1080', 'Poids (kg)': ' 0.1', 'Type de boutique': ' Jumia Mall/Food'}",https://www.jumia.com.tn/telefunken-televiseur-telefunken-40-m83-led-full-hd-noir-554307.html,15/09/2022 19:42:33
100,TN,"Telefunken TV 32"" LED SMART TV32E20 - Noir - Garantie 3 ans",Telefunken,745.00 TND,1,745.00 TND,TND,"{'32"" LED HD': '32"" LED HD', 'Résolution': '\xa01366 x 768\xa0Pixels', 'Wifi': 'Wifi', 'Smart TV': 'Smart TV', 'Décodeur TNT -\xa0Netflix\xa0- Lecteur Media USB - Système de protection des yeux - Audio Dolby Digital': 'Décodeur TNT -\xa0Netflix\xa0- Lecteur Media USB - Système de protection des yeux - Audio Dolby Digital', 'Technologie de lumière naturelle -': 'Technologie de lumière naturelle -', 'Panel de basse température': 'Panel de basse température', ""Economie d'énergie\xa0- Connecteurs"": '\xa03x HDMI, 2x USB,\xa0HDMI, RJ45', 'Garantie': ' 3 ans', 'SKU': ' TE848EA0YBWQWNAFAMZ', 'Modèle': ' TV32E20', 'Poids (kg)': ' 5', 'Couleur': ' NOIR'}",https://www.jumia.com.tn/telefunken-tv-32-led-smart-tv32e20-noir-garantie-3-ans-626675.html,15/09/2022 19:42:34
101,TN,"Samsung Téléviseur - UA43TU7000 - 43"" - Full HD - Smart - Garantie 2 ans",Samsung,"1,599.00 TND",1,"1,599.00 TND",TND,"{'Résolution': '\xa03840 x 2160 px', ""Moteur d'image"": '\xa0Crystal Processor 4K', 'Connectivité': '\xa0HDMI', 'Audio': '\xa0Dolby Digital Plus', 'HDR 10+, PurColor, UHD Dimming': 'HDR 10+, PurColor, UHD Dimming', 'Diffusion numérique': '\xa0DVB-T2CS2', 'Prise en charge de l’application\xa0SmartThings': 'Prise en charge de l’application\xa0SmartThings', 'Design': '\xa0sans cadre', 'Dimensions\xa0avec support (LxHxP)': '\xa0963.9 x 628.9 x 200.5 mm', 'Couleur': ' Gris', 'Garantie': '\xa02 ans', 'SKU': ' SA024EA0YDDZKNAFAMZ', 'Gamme de produits': ' Téléviseur', 'Modèle': ' UA43TU7000', 'Poids (kg)': ' 0.5'}",https://www.jumia.com.tn/samsung-televiseur-ua43tu7000-43-full-hd-smart-garantie-2-ans-613775.html,15/09/2022 19:42:35
102,TN,"TCL Téléviseur LED 32"" - HD - 32D3000 - Noir - Garantie 2 Ans",TCL,630.00 TND,1,630.00 TND,TND,"{'TV TCL 32"" LED HD': 'TV TCL 32"" LED HD', 'Résolution': '\xa01366 x 768 pixels', 'Garantie': ' 2 Ans', 'Rapport de contraste': ' 3000', 'Angle de Vision': '\xa0178 ° H / 178 ° V', 'Décodage': '\xa0MPEG 2 / MPEG 4', 'Haut-Parleurs': ' 10 Watts', 'Tuner': ' DVB-T', 'Connecteurs': ' 2 x HDMI, 2 x USB, 1 x Entrée composant, 1 x Entrée/Sortie AV', 'VOLTAGE 100-240V': 'VOLTAGE 100-240V', 'SKU': ' TC197EA0SDKP4NAFAMZ', 'Modèle': ' 32D3000', 'Taille (Longueur x Largeur x Hauteur cm)': ' 800*128*520 mm', 'Poids (kg)': ' 5.7', 'Couleur': ' noir'}",https://www.jumia.com.tn/tcl-televiseur-led-32-hd-32d3000-noir-garantie-2-ans-626674.html,15/09/2022 19:42:36
103,TN,Sofpince Lot de 2 chaises bar bistro - METALLICA - bleu turquoise,Sofpince,129.00 TND,1,129.00 TND,TND,"{'Longueur ': ' 41 cm.', 'Largeur ': ' 41 cm.', 'Hauteur ': ' 109 cm.', 'Couleur ': ' bleu turquoise', 'Matière\xa0': ' plastique.', '2 Chaise \xa0bar Metallica\xa0- bleu turquoise': '2 Chaise \xa0bar Metallica\xa0- bleu turquoise', 'SKU': ' BR718IP13SUY4NAFAMZ', 'Modèle': ' 2020', 'Taille (Longueur x Largeur x Hauteur cm)': ' 41*41*109', 'Poids (kg)': ' 4.9', 'Couleur': ' noir'}",https://www.jumia.com.tn/sofpince-lot-de-2-chaises-bar-bistro-metallica-bleu-turquoise-515866.html,15/09/2022 19:42:37
104,TN,"Telefunken Téléviseur - 32""  LED HD - Avec Récepteur Intégré",Telefunken,539.00 TND,1,539.00 TND,TND,"{'Récepteur intégré': 'Récepteur intégré', 'Sans bordures': 'Sans bordures', '3x HDMI': '3x HDMI', '1x USB': '1x USB', 'Sortie RCA': 'Sortie RCA', '1x VGA': '1x VGA', 'Entrée AV': 'Entrée AV', 'Décodeur TNT': 'Décodeur TNT', 'Système de protection des yeux': 'Système de protection des yeux', 'Technologie de lumière naturelle': 'Technologie de lumière naturelle', ""Economie d'énergie"": ""Economie d'énergie"", 'Dolby Digital -\xa0 Resolution 1366 x 768 pixels': 'Dolby Digital -\xa0 Resolution 1366 x 768 pixels', 'Garantie 3 ans': 'Garantie 3 ans', 'SKU': ' TE848EA0GD1PKNAFAMZ', 'Modèle': ' TV32D6'}",https://www.jumia.com.tn/telefunken-televiseur-32-led-hd-avec-recepteur-integre-628472.html,15/09/2022 19:42:38
105,TN,"Samsung téléviseur smart 43"" - FHD - UA43T5300 - Garantie 2 ans",Samsung,"1,448.00 TND",1,"1,448.00 TND",TND,"{'Poids 8 Kg -': 'Poids 8 Kg -', ""Système d'exploitation Tizen ™ -"": ""Système d'exploitation Tizen ™ -"", 'Taille de l\'ecran 43"" -': 'Taille de l\'ecran 43"" -', 'Résolution Ecran 1 920 x 1 080 -': 'Résolution Ecran 1 920 x 1 080 -', 'HDMI -': 'HDMI -', '2USB\xa0 -': '2USB\xa0 -', '1WIFI -': '1WIFI -', 'Garantie 2 ans -': 'Garantie 2 ans -', 'Moteur Hyper réel -': 'Moteur Hyper réel -', 'Contraste Mega contraste -': 'Contraste Mega contraste -', 'Audio\xa0 Dolby Digital Plus -': 'Audio\xa0 Dolby Digital Plus -', 'Samsung SMART TV -': 'Samsung SMART TV -', 'Wi-Fi Direct -': 'Wi-Fi Direct -', 'Dimensions (LxHxP) 979,9 x 571,9 x 77,3 mm -': 'Dimensions (LxHxP) 979,9 x 571,9 x 77,3 mm -', 'PQI (Picture Quality Index)\xa0 1000 -': 'PQI (Picture Quality Index)\xa0 1000 -', 'HDR (High Dynamic Range) -': 'HDR (High Dynamic Range) -', 'Navigateur Web -': 'Navigateur Web -', 'Couleur Purcolor -': 'Couleur Purcolor -', 'Séries 5 -': 'Séries 5 -', 'Type de haut-parleur\xa0 2CH -': 'Type de haut-parleur\xa0 2CH -', 'Digital Clean View -': 'Digital Clean View -', 'Recherche automatique de chaînes -': 'Recherche automatique de chaînes -', 'Connect Share ™ -': 'Connect Share ™ -', 'Arrêt automatique -': 'Arrêt automatique -', 'Connect Share™ (USB) -': 'Connect Share™ (USB) -', 'SKU': ' SA024EA01BG0WNAFAMZ', 'Gamme de produits': ' TV', 'Modèle': ' T5300 - Samsung', 'Taille (Longueur x Largeur x Hauteur cm)': ' 979,9 x 571,9 x 77,3 mm', 'Poids (kg)': ' 8', 'Couleur': ' Noir'}",https://www.jumia.com.tn/samsung-televiseur-smart-43-fhd-ua43t5300-garantie-2-ans-631220.html,15/09/2022 19:42:39
106,TN,"TCL Téléviseur 43"" - Smart Android - FHD - 43S6500 - Garantie 2 Ans",TCL,"1,119.00 TND",1,"1,119.00 TND",TND,"{'Téléviseur Full HD LED 43"" Smart TV': 'Téléviseur Full HD LED 43"" Smart TV', 'Android': 'Android', 'Résolution\xa01920 x 1080 pixels': 'Résolution\xa01920 x 1080 pixels', 'Luminosité\xa0270 cd / m²': 'Luminosité\xa0270 cd / m²', 'Contraste\xa04000': ' 1', 'Temps de réponse 6.5 ms': 'Temps de réponse 6.5 ms', 'Angles de vision (H/V)': ' 178°/178°', 'Haut-parleur': ' 2x\xa08 W', 'HDMI - USB 2.0': 'HDMI - USB 2.0', 'SKU': ' TC197EA0AQSRONAFAMZ', 'Modèle': ' S6500', 'Poids (kg)': ' 5', 'Couleur': ' noir'}",https://www.jumia.com.tn/tcl-televiseur-43-smart-android-fhd-43s6500-garantie-2-ans-564081.html,15/09/2022 19:42:40
107,TN,"Samsung TV 43"" - 4K UHD Série 7000 (2021) - Noir -Garantie 2Ans",Samsung,"1,440.00 TND",1,"1,440.00 TND",TND,"{'Téléviseur SAMSUNG 43"" UHD \xa0SMART TV': 'Téléviseur SAMSUNG 43"" UHD \xa0SMART TV', 'Résolution': ' 4K UHD (3840 x 2160 Pixels)', 'Alimentation': ' AC220-240V 50/60Hz', 'Type de haut-parleur': ' 2CH', 'Connectivitéa': ' WIFI', 'Connecteur': '\xa0 2x HDMI, 1x USB, 1x Ethernet RJ45', 'Garantie ': "" 2 ans(La garantie n'inclut pas l'afficheur)"", 'SKU': ' SA024EA0SKU9SNAFAMZ', 'Modèle': ' SAMSUNG 43 Serie 7000', 'Poids (kg)': ' 7.3', 'Couleur': ' NOIR'}",https://www.jumia.com.tn/samsung-tv-43-4k-uhd-serie-7000-2021-noir-garantie-2ans-610084.html,15/09/2022 19:42:41
108,TN,Orient Téléviseur Led “32” Full HD -Noir - Garantie 3 ans,Orient,599.00 TND,1,599.00 TND,TND,"{'Téléviseur Orient LED 32"" full HD': 'Téléviseur Orient LED 32"" full HD', 'Résolution d’écran ': ' 1366*768', 'Technologie d’affichage ': ' DLED', 'Format d’image ': ' 16', 'Diffusion Numérique ': ' DVB-T', 'Système Vidéo ': ' PAL , SECAM-', 'Garantie 1 an': 'Garantie 1 an', 'SKU': ' OR842EA0I84U0NAFAMZ', 'Poids (kg)': ' 0.9', 'Couleur': ' Noir'}",https://www.jumia.com.tn/orient-televiseur-led-32-full-hd-noir-garantie-3-ans-621603.html,15/09/2022 19:42:42
109,TN,"Sbox Support TV mural 23"" 43"" - PLB-3422T - Noir",Sbox,31.40 TND,1,31.40,TND,"{""Taille de l'écran"": ' 23 ""- 43""', 'Capacité de poids': "" jusqu'à 35 kg"", 'Inclinaison verticale': ' -14 °', 'Montage': ' VESA 200 x 200', 'Distance du mur': ' 25 mm', 'Pièces en carton': ' 20', 'SKU': ' SB341EL0SPMNCNAFAMZ', 'Modèle': ' PLB-3422T', 'Poids (kg)': ' 35', 'Couleur': ' Noir'}",https://www.jumia.com.tn/sbox-support-tv-mural-23-43-plb-3422t-noir-52284.html,15/09/2022 19:42:44
110,TN,"Telefunken TV 40"" - LED - E20 FHD Smart - Android - Garantie 3 ans",Telefunken,"1,039.00 TND",1,1039.00,TND,"{'Téléviseur Full HD LED 40""': 'Téléviseur Full HD LED 40""', 'Wifi': 'Wifi', 'Smart TV\xa0\xa0Résolution': ' 1080 x 1920', '2x USB': '2x USB', '2x HDMI': '2x HDMI', 'RJ45': 'RJ45', 'Décodeur TNT': 'Décodeur TNT', 'Android': 'Android', 'Lecteur Media USB': 'Lecteur Media USB', 'Système de protection des yeux': 'Système de protection des yeux', 'Audio Dolby Digital': 'Audio Dolby Digital', 'Technologie de lumière naturelle': 'Technologie de lumière naturelle', 'Panel de basse température': 'Panel de basse température', ""Economie d'énergie"": ""Economie d'énergie"", 'Couleur Silver': 'Couleur Silver', 'Garantie 3 ans': 'Garantie 3 ans', 'SKU': ' TE848EA0V9SUWNAFAMZ', 'Modèle': ' E20', 'Poids (kg)': ' 0.5', 'Couleur': ' noir'}",https://www.jumia.com.tn/telefunken-tv-40-led-e20-fhd-smart-android-garantie-3-ans-452525.html,15/09/2022 19:42:46
111,TN,"Meliconi Support Téléviseur Mural - Curved 400 - pour Téléviseur Curved 32"" à 80"" - Noir",Meliconi,98.79 TND,1,98.79,TND,"{'Dimensions \xa0du TV\xa0 \xa0': ' 32 - 80 (81 à 203 cm)', 'VESA\xa0': '\xa0 200 - 300 - 400', 'Fonctionnalité (s)': '\xa0 \xa0 Fixe / SLIM', 'Poids max supporté': '\xa0 \xa0 50 kg', 'Distance du mur': '\xa0 30 à 45 mm', 'Garantie ': ' 1 an', 'SKU': ' XX345EL0RA594NAFAMZ', 'Modèle': ' CURVED 400', 'Poids (kg)': ' 1', 'Couleur': ' Noir'}",https://www.jumia.com.tn/meliconi-support-televiseur-mural-curved-400-pour-televiseur-curved-32-a-80-noir-32854.html,15/09/2022 19:42:47
112,TN,"Sbox Support de bureau pour 1 moniteur LCD 13""- 32"" - LCD-351/1",Sbox,109.00 TND,1,109.00 TND,TND,"{""Taille d'écran recommandée "": '\xa013"" - 32', ""Nombre d'écrans "": '\xa01', 'Charge maximale (kg)': '\xa08', 'VESA ': '\xa075x75 - 100x100', 'Inclinaison verticale ': '\xa0+45°/ -45°', 'Pivot ': '\xa0+90°/ -90°', ""Rotation de l'écran "": '\xa0+ 180°/ -180°', 'Couverture de la pince (mm)': '\xa010 - 88', 'Gamme de bras (mm)': '\xa0283', 'Hauteur du poteau (mm)': '\xa0443', 'Matériel': '\xa0Acier', 'Couleur ': '\xa0Noir', 'Finition de surface ': '\xa0revêtement en poudre', 'Pour les écrans incurvés ': '\xa0Non', 'Gestion des câbles ': '\xa0Oui', 'Plaque VESA amovible ': '\xa0Oui', 'Installation\xa0': '\xa0pince', 'Dimensions (mm) ': '\xa0114x343x548', 'SKU': ' SB341EA1MIPIGNAFAMZ', 'Modèle': ' LCD-351/1', 'Taille (Longueur x Largeur x Hauteur cm)': ' 114x343x548', 'Poids (kg)': ' 8', 'Couleur': ' Noir'}",https://www.jumia.com.tn/sbox-support-de-bureau-pour-1-moniteur-lcd-13-32-lcd-3511-609289.html,15/09/2022 19:42:48
